ts_ns,syscall,proc_name,tid,evt_cpu,label
1780278290321695455,read,node,170295,0,0
1780278290321703028,futex,node,170295,0,0
1780278290321705884,futex,node,170295,0,0
1780278290321706879,switch,node,170295,0,0
1780278290321708163,futex,node,170302,0,0
1780278290321718322,futex,node,170302,0,0
1780278290321720591,switch,node,170302,0,0
1780278290321722342,futex,node,170295,0,0
1780278290321724511,futex,node,170295,0,0
1780278290321725427,switch,node,170295,0,0
1780278290321726581,futex,node,170302,0,0
1780278290321728521,close,node,170302,0,0
1780278290321731735,close,node,170302,0,0
1780278290321738173,write,node,170302,0,0
1780278290321739397,write,node,170302,0,0
1780278290321740511,futex,node,170302,0,0
1780278290321742612,switch,node,170302,0,0
1780278290321745955,clock_gettime,node,170295,0,0
1780278290321746970,clock_gettime,node,170295,0,0
1780278290321747935,clock_gettime,node,170295,0,0
1780278290321748632,clock_gettime,node,170295,0,0
1780278290321749398,epoll_wait,node,170295,0,0
1780278290321750562,epoll_wait,node,170295,0,0
1780278290321751269,clock_gettime,node,170295,0,0
1780278290321751975,clock_gettime,node,170295,0,0
1780278290321752692,read,node,170295,0,0
1780278290321753786,read,node,170295,0,0
1780278290322217059,clock_gettime,node,170295,0,0
1780278290322219288,clock_gettime,node,170295,0,0
1780278290322395983,clock_gettime,node,170295,0,0
1780278290322397525,clock_gettime,node,170295,0,0
1780278290322400889,futex,node,170295,0,0
1780278290322408640,futex,node,170295,0,0
1780278290322411088,switch,node,170295,0,0
1780278290322413894,futex,V8 WorkerThread,170297,0,0
1780278290322425178,futex,V8 WorkerThread,170297,0,0
1780278290322429537,switch,V8 WorkerThread,170297,0,0
1780278290322431477,futex,node,170295,0,0
1780278290322433955,futex,node,170295,0,0
1780278290322435149,switch,node,170295,0,0
1780278290322436343,futex,V8 WorkerThread,170297,0,0
1780278290322438423,clock_gettime,V8 WorkerThread,170297,0,0
1780278290322439298,clock_gettime,V8 WorkerThread,170297,0,0
1780278290323422425,switch,V8 WorkerThread,170297,0,0
1780278290325662203,clock_gettime,V8 WorkerThread,170297,1,0
1780278290325663536,clock_gettime,V8 WorkerThread,170297,1,0
1780278290325671049,futex,V8 WorkerThread,170297,1,0
1780278290325675745,switch,V8 WorkerThread,170297,1,0
1780278290325688323,clock_gettime,node,170295,1,0
1780278290325689228,clock_gettime,node,170295,1,0
1780278290325899735,clock_gettime,node,170295,1,0
1780278290325901099,clock_gettime,node,170295,1,0
1780278290325908124,madvise,node,170295,1,0
1780278290325939628,madvise,node,170295,1,0
1780278290326113237,clock_gettime,node,170295,1,0
1780278290326114968,clock_gettime,node,170295,1,0
1780278290326117665,clock_gettime,node,170295,1,0
1780278290326118501,clock_gettime,node,170295,1,0
1780278290326120690,epoll_wait,node,170295,1,0
1780278290326137994,switch,node,170295,1,0
1780278300324876019,epoll_wait,node,170295,1,0
1780278300324891512,clock_gettime,node,170295,1,0
1780278300324893870,clock_gettime,node,170295,1,0
1780278300324897283,clock_gettime,node,170295,1,0
1780278300324898009,clock_gettime,node,170295,1,0
1780278300324975266,getrusage,node,170295,1,0
1780278300324987914,getrusage,node,170295,1,0
1780278300325104963,futex,node,170295,1,0
1780278300325120835,futex,node,170295,1,0
1780278300325133761,futex,node,170295,1,0
1780278300325139870,futex,node,170295,1,0
1780278300325142258,switch,node,170295,1,0
1780278300325145293,futex,node,170301,1,0
1780278300325157026,futex,node,170301,1,0
1780278300325162379,switch,node,170301,1,0
1780278300325164797,futex,node,170295,1,0
1780278300325167494,futex,node,170295,1,0
1780278300325168757,switch,node,170295,1,0
1780278300325170081,futex,node,170301,1,0
1780278300325187489,open,node,170301,1,0
1780278300325219133,futex,node,170304,0,0
1780278300325232696,open,node,170304,0,0
1780278300325273439,open,node,170301,1,0
1780278300325278240,open,node,170304,0,0
1780278300325278240,fcntl,node,170301,1,0
1780278300325280807,fcntl,node,170304,0,0
1780278300325283394,fcntl,node,170301,1,0
1780278300325283982,fcntl,node,170304,0,0
1780278300325283982,write,node,170301,1,0
1780278300325288439,getdents64,node,170304,0,0
1780278300325289778,write,node,170301,1,0
1780278300325292275,futex,node,170301,1,0
1780278300325295270,switch,node,170301,1,0
1780278300325301310,clock_gettime,node,170295,1,0
1780278300325302504,clock_gettime,node,170295,1,0
1780278300325310262,getdents64,node,170304,0,0
1780278300325316700,getdents64,node,170304,0,0
1780278300325317685,getdents64,node,170304,0,0
1780278300325319575,close,node,170304,0,0
1780278300325324252,close,node,170304,0,0
1780278300325336620,futex,node,170304,0,0
1780278300325369507,switch,node,170304,0,0
1780278300325394698,open,node,170295,1,0
1780278300325407395,open,node,170295,1,0
1780278300325409623,read,node,170295,1,0
1780278300325428330,read,node,170295,1,0
1780278300325430788,close,node,170295,1,0
1780278300325433217,close,node,170295,1,0
1780278300325490731,clock_gettime,node,170295,1,0
1780278300325492005,clock_gettime,node,170295,1,0
1780278300325493955,epoll_wait,node,170295,1,0
1780278300325496771,epoll_wait,node,170295,1,0
1780278300325497667,clock_gettime,node,170295,1,0
1780278300325498413,clock_gettime,node,170295,1,0
1780278300325499687,read,node,170295,1,0
1780278300325501528,read,node,170295,1,0
1780278300325514265,futex,node,170295,1,0
1780278300325523405,futex,node,170295,1,0
1780278300325526519,switch,node,170295,1,0
1780278300325529226,futex,node,170303,1,0
1780278300325539012,futex,node,170303,1,0
1780278300325542465,switch,node,170303,1,0
1780278300325544604,futex,node,170295,1,0
1780278300325547191,futex,node,170295,1,0
1780278300325548216,switch,node,170295,1,0
1780278300325549440,futex,node,170303,1,0
1780278300325551579,fstat,node,170303,1,0
1780278300325556486,fstat,node,170303,1,0
1780278300325557541,write,node,170303,1,0
1780278300325559073,write,node,170303,1,0
1780278300325560486,futex,node,170303,1,0
1780278300325562705,switch,node,170303,1,0
1780278300325618958,switch,node,170295,1,0
1780278300325664619,clock_gettime,node,170295,1,0
1780278300325666052,clock_gettime,node,170295,1,0
1780278300325685954,clock_gettime,node,170295,1,0
1780278300325686899,clock_gettime,node,170295,1,0
1780278300325688242,clock_gettime,node,170295,1,0
1780278300325688949,clock_gettime,node,170295,1,0
1780278300325690432,epoll_wait,node,170295,1,0
1780278300325693148,epoll_wait,node,170295,1,0
1780278300325693934,clock_gettime,node,170295,1,0
1780278300325694661,clock_gettime,node,170295,1,0
1780278300325695695,read,node,170295,1,0
1780278300325698511,read,node,170295,1,0
1780278300325740971,futex,node,170295,1,0
1780278300325752165,futex,node,170295,1,0
1780278300325755309,clock_gettime,node,170295,1,0
1780278300325756146,clock_gettime,node,170295,1,0
1780278300325757042,clock_gettime,node,170295,1,0
1780278300325757738,clock_gettime,node,170295,1,0
1780278300325758534,epoll_wait,node,170295,1,0
1780278300325766306,switch,node,170295,1,0
1780278300325829095,futex,node,170302,0,0
1780278300325836419,read,node,170302,0,0
1780278300325871634,read,node,170302,0,0
1780278300325874142,write,node,170302,0,0
1780278300325889397,write,node,170302,0,0
1780278300325891496,futex,node,170302,0,0
1780278300325895420,epoll_wait,node,170295,1,0
1780278300325897815,switch,node,170302,0,0
1780278300325898525,clock_gettime,node,170295,1,0
1780278300325899450,clock_gettime,node,170295,1,0
1780278300325900783,read,node,170295,1,0
1780278300325902764,read,node,170295,1,0
1780278300325942427,futex,node,170295,1,0
1780278300325946745,futex,node,170295,1,0
1780278300325948248,switch,node,170295,1,0
1780278300325949820,futex,node,170301,1,0
1780278300325960339,futex,node,170301,1,0
1780278300325962966,switch,node,170301,1,0
1780278300325964816,futex,node,170295,1,0
1780278300325967125,futex,node,170295,1,0
1780278300325968090,switch,node,170295,1,0
1780278300325969254,futex,node,170301,1,0
1780278300325972210,read,node,170301,1,0
1780278300325975961,read,node,170301,1,0
1780278300325977762,write,node,170301,1,0
1780278300325979802,write,node,170301,1,0
1780278300325981483,futex,node,170301,1,0
1780278300325983662,switch,node,170301,1,0
1780278300325989434,clock_gettime,node,170295,1,0
1780278300325990727,clock_gettime,node,170295,1,0
1780278300325992936,clock_gettime,node,170295,1,0
1780278300325993643,clock_gettime,node,170295,1,0
1780278300325994777,epoll_wait,node,170295,1,0
1780278300325996658,epoll_wait,node,170295,1,0
1780278300325997404,clock_gettime,node,170295,1,0
1780278300325998130,clock_gettime,node,170295,1,0
1780278300325998867,read,node,170295,1,0
1780278300326000082,read,node,170295,1,0
1780278300326006530,futex,node,170295,1,0
1780278300326016888,futex,node,170295,1,0
1780278300326019306,clock_gettime,node,170295,1,0
1780278300326020122,clock_gettime,node,170295,1,0
1780278300326020978,clock_gettime,node,170295,1,0
1780278300326021684,clock_gettime,node,170295,1,0
1780278300326022440,epoll_wait,node,170295,1,0
1780278300326031784,switch,node,170295,1,0
1780278300326052570,futex,node,170304,0,0
1780278300326055715,close,node,170304,0,0
1780278300326059695,close,node,170304,0,0
1780278300326066153,write,node,170304,0,0
1780278300326099834,epoll_wait,node,170295,1,0
1780278300326101078,clock_gettime,node,170295,1,0
1780278300326101993,clock_gettime,node,170295,1,0
1780278300326102819,read,node,170295,1,0
1780278300326104123,write,node,170304,0,0
1780278300326104123,read,node,170295,1,0
1780278300326105687,futex,node,170304,0,0
1780278300326110244,switch,node,170304,0,0
1780278300326280080,clock_gettime,node,170295,1,0
1780278300326281603,clock_gettime,node,170295,1,0
1780278300326282808,clock_gettime,node,170295,1,0
1780278300326283514,clock_gettime,node,170295,1,0
1780278300326284469,epoll_wait,node,170295,1,0
1780278300326289912,switch,node,170295,1,0
1780278310331504574,epoll_wait,node,170295,1,0
1780278310331519700,clock_gettime,node,170295,1,0
