ts_ns,syscall,proc_name,tid,evt_cpu
1780158319847918177,clock_gettime,runc:[2:INIT],140885,0
1780158319847918973,clock_gettime,runc:[2:INIT],140885,0
1780158319847919680,clock_gettime,runc:[2:INIT],140885,0
1780158319847920356,clock_gettime,runc:[2:INIT],140885,0
1780158319847921331,nanosleep,runc:[2:INIT],140885,0
1780158319847931123,switch,runc:[2:INIT],140885,0
1780158319848017932,nanosleep,runc:[2:INIT],140885,0
1780158319848020380,clock_gettime,runc:[2:INIT],140885,0
1780158319848021425,clock_gettime,runc:[2:INIT],140885,0
1780158319848022260,clock_gettime,runc:[2:INIT],140885,0
1780158319848022957,clock_gettime,runc:[2:INIT],140885,0
1780158319848024221,nanosleep,runc:[2:INIT],140885,0
1780158319848034490,switch,runc:[2:INIT],140885,0
1780158319848119110,nanosleep,runc:[2:INIT],140885,0
1780158319848121409,clock_gettime,runc:[2:INIT],140885,0
1780158319848122244,clock_gettime,runc:[2:INIT],140885,0
1780158319848123001,clock_gettime,runc:[2:INIT],140885,0
1780158319848123677,clock_gettime,runc:[2:INIT],140885,0
1780158319848124662,nanosleep,runc:[2:INIT],140885,0
1780158319848134732,switch,runc:[2:INIT],140885,0
1780158319848219532,nanosleep,runc:[2:INIT],140885,0
1780158319848221790,clock_gettime,runc:[2:INIT],140885,0
1780158319848222636,clock_gettime,runc:[2:INIT],140885,0
1780158319848223422,clock_gettime,runc:[2:INIT],140885,0
1780158319848224119,clock_gettime,runc:[2:INIT],140885,0
1780158319848225253,nanosleep,runc:[2:INIT],140885,0
1780158319848235373,switch,runc:[2:INIT],140885,0
1780158319848267335,futex,runc:[2:INIT],140886,0
1780158319848272758,nanosleep,runc:[2:INIT],140886,0
1780158319848282419,switch,runc:[2:INIT],140886,0
1780158319848321028,nanosleep,runc:[2:INIT],140886,0
1780158319848323874,clock_gettime,runc:[2:INIT],140886,0
1780158319848324670,clock_gettime,runc:[2:INIT],140886,0
1780158319848325983,futex,runc:[2:INIT],140886,0
1780158319848330133,futex,runc:[2:INIT],140886,0
1780158319848341547,mmap,runc:[2:INIT],140886,0
1780158319848352383,mmap,runc:[2:INIT],140886,0
1780158319848400295,clock_gettime,runc:[2:INIT],140886,0
1780158319848401569,clock_gettime,runc:[2:INIT],140886,0
1780158319848403350,futex,runc:[2:INIT],140886,0
1780158319848412355,switch,runc:[2:INIT],140886,0
1780158319848419977,nanosleep,runc:[2:INIT],140885,0
1780158319848421888,clock_gettime,runc:[2:INIT],140885,0
1780158319848422753,clock_gettime,runc:[2:INIT],140885,0
1780158319848423430,clock_gettime,runc:[2:INIT],140885,0
1780158319848424107,clock_gettime,runc:[2:INIT],140885,0
1780158319848425072,nanosleep,runc:[2:INIT],140885,0
1780158319848437501,switch,runc:[2:INIT],140885,0
1780158319848439242,futex,runc:[2:INIT],140888,0
1780158319848442526,clock_gettime,runc:[2:INIT],140888,0
1780158319848443491,clock_gettime,runc:[2:INIT],140888,0
1780158319848444416,futex,runc:[2:INIT],140888,0
1780158319848447800,switch,runc:[2:INIT],140888,0
1780158319848521692,nanosleep,runc:[2:INIT],140885,0
1780158319848524299,clock_gettime,runc:[2:INIT],140885,0
1780158319848525155,clock_gettime,runc:[2:INIT],140885,0
1780158319848543684,sched_yield,runc:[2:INIT],140885,0
1780158319848546162,sched_yield,runc:[2:INIT],140885,0
1780158319848547266,futex,runc:[2:INIT],140885,0
1780158319848557326,switch,runc:[2:INIT],140885,0
1780158319848817564,futex,runc:[2:INIT],140885,0
1780158319848821934,clock_gettime,runc:[2:INIT],140885,0
1780158319848823148,clock_gettime,runc:[2:INIT],140885,0
1780158319848824551,nanosleep,runc:[2:INIT],140885,0
1780158319848843238,switch,runc:[2:INIT],140885,0
1780158319848928624,nanosleep,runc:[2:INIT],140885,0
1780158319848931211,clock_gettime,runc:[2:INIT],140885,0
1780158319848932027,clock_gettime,runc:[2:INIT],140885,0
1780158319848932833,clock_gettime,runc:[2:INIT],140885,0
1780158319848933530,clock_gettime,runc:[2:INIT],140885,0
1780158319848934754,nanosleep,runc:[2:INIT],140885,0
1780158319848943600,switch,runc:[2:INIT],140885,0
1780158319849036748,nanosleep,runc:[2:INIT],140885,0
1780158319849039882,clock_gettime,runc:[2:INIT],140885,0
1780158319849041156,clock_gettime,runc:[2:INIT],140885,0
1780158319849042270,clock_gettime,runc:[2:INIT],140885,0
1780158319849043215,clock_gettime,runc:[2:INIT],140885,0
1780158319849045305,nanosleep,runc:[2:INIT],140885,0
1780158319849063076,switch,runc:[2:INIT],140885,0
1780158319849143319,nanosleep,runc:[2:INIT],140885,0
1780158319849145975,clock_gettime,runc:[2:INIT],140885,0
1780158319849146851,clock_gettime,runc:[2:INIT],140885,0
1780158319849147687,clock_gettime,runc:[2:INIT],140885,0
1780158319849148373,clock_gettime,runc:[2:INIT],140885,0
1780158319849149488,nanosleep,runc:[2:INIT],140885,0
1780158319849161697,switch,runc:[2:INIT],140885,0
1780158319849245273,nanosleep,runc:[2:INIT],140885,0
1780158319849247780,clock_gettime,runc:[2:INIT],140885,0
1780158319849248586,clock_gettime,runc:[2:INIT],140885,0
1780158319849249402,clock_gettime,runc:[2:INIT],140885,0
1780158319849250089,clock_gettime,runc:[2:INIT],140885,0
1780158319849251094,nanosleep,runc:[2:INIT],140885,0
1780158319849263035,switch,runc:[2:INIT],140885,0
1780158319849346889,nanosleep,runc:[2:INIT],140885,0
1780158319849349456,clock_gettime,runc:[2:INIT],140885,0
1780158319849350292,clock_gettime,runc:[2:INIT],140885,0
1780158319849351098,clock_gettime,runc:[2:INIT],140885,0
1780158319849351884,clock_gettime,runc:[2:INIT],140885,0
1780158319849352919,nanosleep,runc:[2:INIT],140885,0
1780158319849364890,switch,runc:[2:INIT],140885,0
1780158319849448266,nanosleep,runc:[2:INIT],140885,0
1780158319849450793,clock_gettime,runc:[2:INIT],140885,0
1780158319849451609,clock_gettime,runc:[2:INIT],140885,0
1780158319849452405,clock_gettime,runc:[2:INIT],140885,0
1780158319849453091,clock_gettime,runc:[2:INIT],140885,0
1780158319849454146,nanosleep,runc:[2:INIT],140885,0
1780158319849466028,switch,runc:[2:INIT],140885,0
1780158319849548817,nanosleep,runc:[2:INIT],140885,0
1780158319849551244,clock_gettime,runc:[2:INIT],140885,0
1780158319849552120,clock_gettime,runc:[2:INIT],140885,0
1780158319849552886,clock_gettime,runc:[2:INIT],140885,0
1780158319849553584,clock_gettime,runc:[2:INIT],140885,0
1780158319849554668,nanosleep,runc:[2:INIT],140885,0
1780158319849558201,switch,runc:[2:INIT],140885,0
1780158319849607118,nanosleep,runc:[2:INIT],140885,0
1780158319849609536,clock_gettime,runc:[2:INIT],140885,0
1780158319849610501,clock_gettime,runc:[2:INIT],140885,0
1780158319849611258,clock_gettime,runc:[2:INIT],140885,0
1780158319849611954,clock_gettime,runc:[2:INIT],140885,0
1780158319849612969,nanosleep,runc:[2:INIT],140885,0
1780158319849624720,switch,runc:[2:INIT],140885,0
1780158319849709032,nanosleep,runc:[2:INIT],140885,0
1780158319849711540,clock_gettime,runc:[2:INIT],140885,0
1780158319849712406,clock_gettime,runc:[2:INIT],140885,0
1780158319849713222,clock_gettime,runc:[2:INIT],140885,0
1780158319849713918,clock_gettime,runc:[2:INIT],140885,0
1780158319849714963,nanosleep,runc:[2:INIT],140885,0
1780158319849726575,switch,runc:[2:INIT],140885,0
1780158319849810579,nanosleep,runc:[2:INIT],140885,0
1780158319849812897,clock_gettime,runc:[2:INIT],140885,0
1780158319849813743,clock_gettime,runc:[2:INIT],140885,0
1780158319849814529,clock_gettime,runc:[2:INIT],140885,0
1780158319849815215,clock_gettime,runc:[2:INIT],140885,0
1780158319849816260,nanosleep,runc:[2:INIT],140885,0
1780158319849828121,switch,runc:[2:INIT],140885,0
1780158319849911936,nanosleep,runc:[2:INIT],140885,0
1780158319849914433,clock_gettime,runc:[2:INIT],140885,0
1780158319849915299,clock_gettime,runc:[2:INIT],140885,0
1780158319849916095,clock_gettime,runc:[2:INIT],140885,0
1780158319849916791,clock_gettime,runc:[2:INIT],140885,0
1780158319849919010,futex,runc:[2:INIT],140885,0
1780158319849922861,futex,runc:[2:INIT],140885,0
1780158319849923936,nanosleep,runc:[2:INIT],140885,0
1780158319849935787,switch,runc:[2:INIT],140885,0
1780158319849937339,futex,runc:[2:INIT],140888,0
1780158319849941648,clock_gettime,runc:[2:INIT],140888,0
1780158319849942543,clock_gettime,runc:[2:INIT],140888,0
1780158319849944106,futex,runc:[2:INIT],140888,0
1780158319849947062,switch,runc:[2:INIT],140888,0
1780158319850019850,nanosleep,runc:[2:INIT],140885,0
1780158319850022497,clock_gettime,runc:[2:INIT],140885,0
1780158319850023412,clock_gettime,runc:[2:INIT],140885,0
1780158319850027432,clock_gettime,runc:[2:INIT],140885,0
1780158319850028258,clock_gettime,runc:[2:INIT],140885,0
1780158319850029472,nanosleep,runc:[2:INIT],140885,0
1780158319850041424,switch,runc:[2:INIT],140885,0
1780158319850125416,nanosleep,runc:[2:INIT],140885,0
1780158319850127934,clock_gettime,runc:[2:INIT],140885,0
